"","Address","Postal_code","Description","Price","Square_feet","Beds","Baths","Date_Added","Year_built","Neighbourhood","Type_of_home","Area_of_city","Lot_info","Id_code","Img_uri"
"263","29 PANAMOUNT GR NW, Calgary, Alb","T3K5R6","***OPEN HOUSE this SAT (Feb 24) 2-4:30 pm*** Rare Find! Custom 2245 sq.ft. Fully-Finished 2 Storey Family Home on Huge pie-shaped Lot backs onto Lovely Green Space & Community Centre! Impressive 18' Ceiling upon entering w/ newer carpet & paint, & Main Floor Den w/ Double Doors - perfect for Home Office or Formal Dining. Enjoy 9' Ceiling throughout. Lovely Gourmet Kitchen, Large Island w/ Raised Breakfast Bar, Maple Cabinets, Stainless Steel Appliances, & Big Pantry, Sunny Breakfast Nook w/ access to a Beautiful Cedar deck. Adjacent to Kitchen is a Spacious Family Rm w/ encased Stone Fireplace. Main Floor includes Laundry & 2 pc Bath. Upper Level has Giant Bonus Rm, Huge Master Bedrm features 5 pc Bath w/ Double Vanity & Walk-in Closet, 2 Big Bedrms, & 4 pc Bath. Fully Finished Basement has Giant Recreational Rm w/ Wet Bar, Big 4th Bedrm & 3 pc Bath. Best for last, enjoy Massive Professionally Landscaped Fenced Backyard w/ Playground Set!  Excellent Location! Close to Schools, Shopping, Public Transit - LRT, & Access to Stoney Trail. (id:1937)","662500","2245","4","4","25 February 2018","2002","PanoramaHills","Singlefamily","Northwest Calgary",NA,"l_54088965","https://mediavault.point2.com/p2h/listing/99c3/f630/36cc/5760339b9e241b00858d/wm_large.jpg"
"264","#112 1055 72 AV NW, Calgary, Alb","T2K5S4","Welcome Home! This stunning 2 story unit is a must see, fabulous location with easy access to shopping and public transit. The main floor has been completely redone with laminate flooring, the newer kitchen has light maple cabinets, complimented by gorgeous granite counter tops and black appliances, it even has a built in pantry. Separate dining area, a huge living room and main floor laundry complete this level.  Upstairs has a large master bedroom with private balcony, and additional bedroom both rooms with built in's in the closets, and an updated 4 piece bathroom. Outside you will find the perfect oasis for relaxing in the very private back yard, with a new deck and still room for the kids/pets to play (brand new sod summer of 2017). This is a very well run complex and the condo fees even include cable! Nothing left to do but move in! (id:1937)","218000","888","2","1","25 February 2018","1977","HuntingtonHills","Singlefamily","Northwest Calgary",NA,"l_54086929","https://mediavault.point2.com/p2h/listing/6c99/1ff0/ddb2/334df3584af90805015d/wm_large.jpg"
"265","#130 30 SIERRA MORENA LD SW, Calgary, Alb","T3H5H2","If you are looking for a spacious, beautifully maintained apartment in a self managed,well run complex, then look no further. ""The Tudors"" is for you! This 2 bed / 2 bath plus den, 1145 sq ft unit is east facing and features bamboo flooring throughout the main living areas. The large kitchen features stainless appliances, shaker maple cabinets and an extended 10 ft eating bar. Patio doors lead from the dining room to a private patio overlooking playing fields. The master suite easily accommodates a king sized bed, has a walk-in closet and an oversized ensuite with separate shower and jetted tub. The amenities of this complex are second to none and feature an arguably incomparable gym, his/hers saunas, terrific social room with pool table, fireplace and bar where frequent get togethers are held. Along with indoor titled parking this home is not one to miss! (id:1937)","379900","1145","2","2","25 February 2018","2004","SignalHill","Singlefamily","Southwest Calgary",NA,"l_54087386","https://mediavault.point2.com/p2h/listing/8f81/6052/ba76/7a58d581037e84f52a1a/wm_large.jpg"
"266","#313 515 4 AV NE, Calgary, Alb","T2E0J9","BETTER THAN NEW! This stunning 2 bed/2 bath corner unit in V&V Bridgeland has updates beyond the standard build including an A/C unit, custom closet organizers & window coverings, and more! This is a PRIME LOCATION only steps away from downtown and Bridgeland shopping/restaurants/amenities. Highlights include one of the largest balconies in the complex, an ENSUITE BATH in the master, a 9ft ceiling, quartz counters, a GAS STOVETOP with built-in oven & a custom panel fridge, SMART HOME FEATURES accessed from your phone (thermostat/door/security cameras), an OVERSIZED storage unit, TITLED parking, and the list goes on! The open concept is perfect for entertaining with lots of storage and a European style secondary bathroom. This complex offers an extensive amount of amenities and outdoor spaces with 2 ROOFTOP PATIO areas with fireplaces/BBQs/downtown views, an EXERCISE ROOM, and a dog wash/bike repair station in the parkade. This is condo living at its best! (id:1937)","399900","710","2","2","25 February 2018","2016","Bridgeland","Singlefamily","Northwest Calgary",NA,"l_54088984","https://mediavault.point2.com/p2h/listing/5ed8/0be5/b9a6/44fd8541b233446ad9bf/wm_large.jpg"
"267","94 NOLANHURST RI NW, Calgary, Alb","T3R0Z5","***OPEN HOUSE SUNDAY MARCH 4, 1-3 p.m. ***Pacesetter Homes offers you the popular ""Allure"" model 2 storey Home. Offering 3 bedrooms ,2.5 baths and a walk out basement. Enjoy the open concept main floor and designed with style and function in mind with laminate through out. The kitchen features gleaming granite counter-tops, elegant white cabinetry and walk through pantry. The living room space is great for entertaining and features a lovely gas fireplace. Upstairs you will find 2 spacious bedrooms as well as the master suite with an amazing en-suite. The bonus room is the perfect place for your family to relax and unwind. Upper level is complete with laundry room and additional 4pc bathroom. This great home is ideally located just minutes to great amenities in Creekside and Beacon Hill and just minutes to major routes. (id:1937)","535400","1960","3","3","25 February 2018","2017","NolanHill","Singlefamily","Northwest Calgary",NA,"l_54087109","https://mediavault.point2.com/p2h/listing/f30f/5984/0bf9/2530e3bc5183a55f600f/wm_large.jpg"
"268","523 18 AV NW, Calgary, Alb","T2M0T7","Perfect Inner City Pad for the young professionals not wanting condo life. 1330sq.ft. Renovated 1914 2 storey with a semi-open plan, huge master retreat with south facing private park like backyard. Galley style kitchen is finished with rich stained oak cabinets, some with glass fronts, granite counters, stainless appliances, convection wall oven, counter top gas stove and finished with glass tile backsplash. French doors off the kitchen to the back deck and private yard. Also on main is a bedroom/den and an elegant 3pc bathroom. Upstairs you'll find a spacious master retreat with a 2nd living room featuring vaulted ceilings. Separated by French doors, you'll find a large master bedroom with views of downtown. Master offers a large walk in closet with stacking front load washer/dryer along with a 3pc ensuite. Basement is unfinished, great for storage or future ideas. Home is very well maintained and also has all new windows. Incredible home offering over $170K in renos over the past 10 years. Updates include all new floors, bathrooms, kitchen, wrought iron railings on stairs, windows and exterior updates. Walking distance to all amenities and less than 10 mins to downtown. (id:1937)","649900","1328","2","2","25 February 2018","1914","MountPleasant-QueensParkVillage","Singlefamily","Northwest Calgary",NA,"l_54087387","https://mediavault.point2.com/p2h/listing/4d55/9912/2d10/21b076dacdf6d8b92526/wm_large.jpg"
"269","104 EVERSYDE BV SW, Calgary, Alb","T2Y0B3","Welcome to 104 Eversyde Blvd. SW. This 3 bedroom 2.5 bathroom semi detached home is priced to sell. Floor design is open and spacious. Maple cabinets, an island black appliances are featured in the kitchen. Dining area is located at the back of the home. Three general size bedrooms 4pc master en suite and a full bath complete the upper level. Enjoy BBQ's on the sunny back deck... park your vehicles in the double detached garage. This home is conveniently located with in steps from shopping, transit and playground areas. This home is a must see before it sells. CALL TODAY! (id:1937)","329900","1192","3","3","25 February 2018","2006","Evergreen","Singlefamily","Southwest Calgary",NA,"l_54088985","https://mediavault.point2.com/p2h/listing/f7d5/77a4/e435/503b6e2552b50c6cceb1/wm_large.jpg"
"270","3204 25 ST SW, Calgary, Alb","T3E1Y4","~OPEN HOUSE SUN MAR 4th 2-4pm ~  Located in the quiet R-C1 pocket of Richmond, 'the Wedge' is surrounded by parks & only a 5 MINUTE WALK to trendy MARDA LOOP. Thoughtfully designed for a busy family yet timelessly elegant.  4451 sq.ft. of dev. space, this home has it all from 100yr brick & copper exterior to custom millwork, 10' ceilings, DT Views, hwd flrs throughout, gym, Control4 & HEATED Triple Garage.  The main level offers a formal foyer, DR & Den w/ gas FP & a Great Room that opens up onto a lg private deck & yard.  The kitchen includes Pro appliance pkg w/ built-in fridge, wall oven & 36"" gas range, Butler pantry & sunny breakfast nook.  The Master features exquisite ceiling detail, 6pc marble en-suite w/ soaker tub & Steam Shower, dressing room with laundry room access. 2 add upstairs bdrms have walk-in closets & en-suites.  The bsmt has zoned in-floor heat, 7.1 theater, games area, gym, sauna, wine cellar/bar, 4th bdrm & bath.  4 TV's, Central A/C,  Irrigation, 50yr shingles...& so much more!! (id:1937)","1825000","3007","4","5","25 February 2018","2014","Richmond","Singlefamily","Southwest Calgary",NA,"l_54087358","https://mediavault.point2.com/p2h/listing/c176/fe0d/2ad9/c25ac0fc364f82a1353c/wm_large.jpg"
"271","44 Taralake WY NE, Calgary, Alb","T3J5L8","Great Investment opportunity...!! 6 Bedrooms & 3.5 Bathrooms, Fully Finished 2 storey house with separate entrance & illegal suite in the desirable community of Taradale put a kitchen downstairs. The main level features a bright living room, dining, kitchen and another dining room. Basement has 2 bedrooms with large windows for lots of natural sunshine. 2nd floor features 4 bedrooms. Master bedroom has 4 pc ensuite and walk in closet. 3 other big size rooms with another full washroom. A great family home close to Genesis Center, Parks, Nelson Mandela High school, Ted Harrison School, Our Lady of Fatima School, Taradale elementary, Saddle town C-Train Station, Grocery Stores, Restaurants & CafÃ©. Double detached garage in the back paved alley. Good size back yard. All appliances included. Bought 2015 new Samsung washer and dryer, Samsung fridge and Samsung microwave. Water purifier in the kitchen for drinking water. (id:1937)","488888","1676","6","4","25 February 2018","2005","Taradale","Singlefamily","Northeast Calgary",NA,"l_54087397","https://mediavault.point2.com/p2h/listing/0034/ab60/cffe/0d5b209f72ab1d555d6a/wm_large.jpg"
"272","#88 203 Lynnview RD SE, Calgary, Alb","T2C2C6","Open House 1-3pm Sat&Sun. Welcome to Lynnwood where this spacious 2 Storey Townhouse is located. This is a corner unit home with 3 bedrooms & 2 bathrooms, finished in 2 levels and partly finished basement. Fenced back yard and steps a way from Beaver Dam Flats Park with 43 hectares of land on the south east side of the Bow River. This corner units features 2 entrances with a parking stall right in front of the unit. Main floor kitchen, dining area, bathroom and family room. Upstairs you have a huge master bedroom with wall to wall closet, 2 other bedrooms and a bathroom. In the basement you have a spacious second family room, a den and a storage/laundry room. It would not take much to fully finish this basement. Recent updates include laminate floors in the second level. Great LOCATION with quick access to major roads, schools and Down Town Calgary making this unit a must see at this price. (id:1937)","249900","991","3","2","25 February 2018","1978","Ogden","Singlefamily","Southeast Calgary",NA,"l_54089075","https://mediavault.point2.com/p2h/listing/e0d4/cf66/dee7/7d27bfeac6f9fa85f543/wm_large.jpg"
"273","6738 Bow CR NW, Calgary, Alb","T3B2B9","Spectacular Bow River/Valley Views. This custom designed Moose Mountain Log Home offers a country feeling and privacy yet only 15 minutes to the city. Over 4800' developed, with 5 bedrooms, den, and professionaly developed basement. The large kitchen and eating area is open to a dining location with views of the river valley. The area is highlighted by a 17' artistic stone fire place that is one of 4 fireplaces. The master bedroom is located in the loft offering epic views of the river valley. The lower level includes heated floors, a rec room, wetbar, 2 bedrooms,exercise and games room. The property is bordered by mature elm trees and the landscaping boast gardens with honeysuckle, rare english hawthorn, rose bushes and a large pond with a rock waterfall. A large post walk way connects to the oversized 3 car heated garage and green house. If you are looking for character, privacy, country atmosphere and one of a kind property, this is it. Relax and enjoy. This property is connected with stone walk ways and fire pits that lead to the river banks (id:1937)","2295000","2804","5","3","25 February 2018","1991","Bowness","Singlefamily","Northwest Calgary",NA,"l_54087359","https://mediavault.point2.com/p2h/listing/e5a8/7122/9d11/a27b6ef7c1e9687e94bc/wm_large.jpg"
"274","#108 3420 50 ST NW, Calgary, Alb","T3A2E1","Conveniently located in Varsity in an ultra quiet 18+ building, this unit shows 10/10 and total pride of ownership. With many recent and tasteful upgrades including brand new carpet, commercial linoleum, moldings and finishings, it's move-in ready and priced right! Practical, well designed layout maximizes living space while creating a home that is inviting, spacious and bright. Gorgeous kitchen is equipped with built-in dishwasher, deep stainless sink and abundance of modern white cabinetry with stainless hardware. Additional cabinets line back wall of the eating area. Master bedroom is generous with large window and 8 ft closet. Second, well sized bedroom can easily double as home office. 4 piece bathroom boasts same cabinetry and flooring. Convenient in-suite storage has room to accomodate shelving as well as washer and dryer. With low condo fees, ample visitor parking, close to all amenities, Market Mall, transit, U of C, Children's and Foothills Hospitals, this one is a must see! (id:1937)","184900","819","2","1","25 February 2018","1976","Varsity","Singlefamily","Northwest Calgary",NA,"l_54087747","https://mediavault.point2.com/p2h/listing/dc09/ca1a/b664/8c4d343c7df4e764abb7/wm_large.jpg"
"275","144 PRESTWICK VI SE, Calgary, Alb","T2Z4S3","Welcome to 144 Prestwick Villas SE in the very desirable community of McKenzie Towne. The is lovely home is located on a quiet street and is just down the street from the McKenzie Towne School. The main floor features a open concept layout with new laminate floors, maple shaker style cabinets in the kitchen with a breakfast eating bar. Upstairs there are three bedrooms including the master which features a 4 piece en-suite and plenty of closet space. The lower level is wired for a home theatre, custom built-ins and a flex room. Wire in-ceiling speakers throughout and a detached double garage complete this home. Perfectly situated as it is close to shopping, public transportation, schools, playgrounds and many more amenities. (id:1937)","425000","1434","3","3","25 February 2018","2005","McKenzie","Singlefamily","Southeast Calgary",NA,"l_54089085","https://mediavault.point2.com/p2h/listing/dc99/907f/56ca/7979c2242df5898c210f/wm_large.jpg"
"276","168 BRIDLEWOOD VW SW, Calgary, Alb","T2Y3X7","This is it!!!... Please come & show first this very well priced, 1550 square feet townhouse with single attached garage, located in a very quiet and well manage complex in the community of Bridlewood. On the main floor, features with a gas fireplace, big windows, a half bath, big dining area adjacent to a sliding door to the deck. The upper level consists of 3 good size bedrooms. The huge master bedroom has 4-pce ensuite with a walk-in closet. Another 4-pce shared bathroom & laundry. The Basement is partially developed. Thank you for showing!.. (id:1937)","284900","1550","3","3","25 February 2018","1999","Bridlewood","Singlefamily","Southwest Calgary",NA,"l_54087369","https://mediavault.point2.com/p2h/listing/84b6/961c/597b/657478d7358cce5ecbbc/wm_large.jpg"
"277","5016 21 ST SW, Calgary, Alb","T2T5B8","CHARM, WARMTH & VALUE!  With just over 2400 sq. ft. of developed living space, this well located Altadore home boasts an oversized east-facing rear yard with an expansive view overlooking the community & highlights a sunny deck, interlocking brick patio & a double garage.  The main floor principal rooms are bright & generously sized with 9' ceilings, hardwood flooring & fabulous picture windows.  The living room, kitchen & dining area openly communicate with each other & are equally comfortable hosting large or small gatherings.  An efficient kitchen offers ample counter space & storage, a walk-in pantry & stainless steel appliances.  Completing the main floor is a cozy office, 2 piece bath & laundry area.  The upper level highlights a sunny master bedroom with a 5 pc ensuite, 2 additional bdrms, 4 pc bath, & open loft space.  A fully developed lower level boasts a fabulous family room with 2nd fireplace, 4th bedroom, 3 piece bath & additional storage.  This home will truly live up to your expectations! (id:1937)","699000","1696","4","4","25 February 2018","2005","Altadore","Singlefamily","Southwest Calgary",NA,"l_54088917","https://mediavault.point2.com/p2h/listing/8c12/35fa/a9cb/ffd972c044abcc92eea4/wm_large.jpg"
"278","#204 1512 16 AV SW, Calgary, Alb","T3C0Z8","Location! This is a rare opportunity to own a large, beautifully upgraded condo in a quiet building with 1 large bedroom, 1 full bath, in suite storage and 1 parking stall. Nestled in a great neighborhood steps to everything 17 Ave has to offer. Kitchen is a gourmet's paradise. Large, bright kitchen with stainless steel appliances, quartz countertops, complete with wine/beverage cooler. Large, inviting living room with fireplace. Fully renovated 4 piece bathroom with soaker tub and marble floors. Bedroom is a great size with large closet. One parking stall. Balcony (id:1937)","224900","679","1","1","25 February 2018","1978","Sunalta","Singlefamily","Southwest Calgary",NA,"l_54089175","https://mediavault.point2.com/p2h/listing/89c9/04d7/d6a2/ba6b39d4e8bb0b3efc90/wm_large.jpg"
"279","11197 Harvest Wood RD NE, Calgary, Alb","T3K3X9","Upgraded bi-level with over 2100sq.ft of living space, just beautifully maintained house. Total of 4 bedrooms and 3 bathrooms. Spacious rooms with gleaming hardwood floors in the main level(even the stairs) and bright newer tile throughout the kitchen floor area. Upgraded Kitchen cabinets, newer back splash, and stainless steel appliances. Roof/ Asphalt shingles were installed in 2014, granite counter tops in the kitchen and the all the bathrooms. There is floor heating system in the fully finished lower level. It is very bright, upgraded and convenient house located nearby all amenities and schools. (id:1937)","455000","1194","4","3","25 February 2018","1994","HarvestHills-AuroraBusinessPark","Singlefamily","Northwest Calgary",NA,"l_54087379","https://mediavault.point2.com/p2h/listing/f802/e060/cad1/434136da74aa3e45aac4/wm_large.jpg"
"280","303 SIERRA MADRE CO SW, Calgary, Alb","T3H3G7","This fully developed 3 bedroom bungalow with triple attached garage (insulated & heated) is beautiful, functional & a very rare find! Ideally located on the corner of a quiet cul-de-sac, without sidewalks & low maintenance landscaping offering privacy. Recently updated with new stone work, doors & windows. Step inside & fall in love with the layout & countless luxury finishes. From 9 foot knock down ceilings, speakers wired throughout (up and down), hardwood floors, in-stair lighting, skylights, pot lights, main floor laundry, custom blinds & more. The kitchen was recently renovated with backlit soft-close cabinets, new backsplash, stunning granite counter tops, & custom made built-in desk. The appliances are all high-end stainless steel (incl. double oven). All bathrooms have been recently renovated with quality finishes. The lower level is an entertainers dream, with two large recreation areas. One with a wet bar & room to play pool & the other featuring a massive drop down screen & projector. There's too many incredible details to list here. You've got to see it to believe it. Check out the virtual tour for floor plan, virtual tour, nearby amenities and more! (id:1937)","7e+05","1538","3","3","25 February 2018","1997","SignalHill","Singlefamily","Southwest Calgary",NA,"l_54088957","https://mediavault.point2.com/p2h/listing/253d/8b7a/53a1/028fdc2220fb214f5152/wm_large.jpg"
"281","18 PANAMOUNT RO NW, Calgary, Alb","T3K0C6","Luxury two story home boasts 4 bedrooms in total & FOUR AND HALF bathrooms. Open concept main level houses gourmet kitchen w/ ceiling high(52"") rich colored maple cabinetry w/ under-mounted lighting and granite central island w/ eating bar, spacious living room w/ corner fireplace, dining room, den, 2 pc bath and huge changing area w/ white built-in storage/bench/hangers. Walkthrough pantry w/ full height cabinetry. S/S appliance. Enlarged windows and 3 pane sliding door to the deck. 9' knock down ceiling & quality engineered hardwood floor. Upstairs features 3 bedrooms, sunny bonus room w/ vaulted ceiling, laundry room w/ sink and cabinetry, and 4 pc bath. The master ensuite comes w/ double sink, corner Jacuzzi, enlarged glass shower and a walk-in closet w/ organizer. The 2nd bedroom has its own walk-in closet w/ organizer. The fully finished basement completes entertainment center w/ built-in wood works, elegant wet bar, 4th ENSUITED bedroom, 4 pc bathroom and office. (id:1937)","585000","2303","4","5","25 February 2018","2006","PanoramaHills","Singlefamily","Northwest Calgary",NA,"l_54089635","https://mediavault.point2.com/p2h/listing/4af8/5358/ea36/ef3896aacdd26cb3912b/wm_large.jpg"
"282","6415 RUNDLEHORN DR NE, Calgary, Alb","T1Y2B7","Welcome to this FIXER UPPER handyman special A huge BUNGALOW in most desired community of PINERIDGE the community nestled with all the amenities . Great chance to enter into today's buyer market and make quick cash after renovation. Way below market value. Main floor featuring huge living room good size of dining area next to decent kitchen, 3 bedrooms and full bathroom on main floor, Laminate flooring all over main floor is in great condition. Basement has separate entrance and partially finished and has the option for 2nd suite. Double detached garage and full size lot is just an other addition. Visit today and call it home sweet home or just flip it for quick cash. (id:1937)","299888","1026","5","2","25 February 2018","1975","Pineridge","Singlefamily","Northeast Calgary",NA,"l_54087388","https://mediavault.point2.com/p2h/listing/f25f/1e7b/8499/17676bcef4e82de9128f/wm_large.jpg"
"283","119 WOODSIDE CI SW, Calgary, Alb","T2W3K1","Ideal Investment property- A great opportunity to transform this massive home. Rarely do homes come on the market in this desirable community.  This bi-level has over 2900 + sqft and is a must see home- it won't last long!!  This floor plan has it all, formal living room and dining room, kitchen with an abundance of cabinetry space, family room with a freestanding wood fireplace, 3 bedrooms, 2 baths complete the upper level.  The Basement is fully developed with a separate back walk up entrance the lower level includes, a 2nd kitchen, family room with 2nd fireplace, bedroom , laundry room, another sitting area/office area and 2 more bathrooms. Double attached garage, lots of storage, newer roof.  Walking distance to Fishcreek provincial park, bus stop, schools and shopping. This GEM is a must see!! (id:1937)","459900","1590","4","4","25 February 2018","1978","Woodlands","Singlefamily","Southwest Calgary",NA,"l_54088960","https://mediavault.point2.com/p2h/listing/c89b/e437/a291/e56a650676ab1e16d2a7/wm_large.jpg"
"284","2622 OAKMOOR DR SW, Calgary, Alb","T2V4E7","Inviting and comfortable, this move-in ready residence features striking vaulted and painted-beam ceilings, spacious floor plan and close proximity to shopping, restaurants and public transit. With south facing windows flooding the main floor in natural light, this bright and open bi-level is ideal for first-time buyers that love to entertain! The cozy kitchen has everything you need with plenty of storage and granite countertops and the rear door leads to a private patio with north exposure. 2 spacious bedrooms and even more storage downstairs with a large utility room with laundry completes the ideal home that has everything you need. Across the street you will find a plethora of shopping, restaurants and Co-op, so there's no need to drive to buy groceries! Your weekends and evenings will be easily filled with frequent visits to Southland Leisure Centre (minutes away), Chinook Centre Mall, South Glenmore Park, and Maple Ridge Golf Club. (id:1937)","2e+05","469","2","1","25 February 2018","1975","Oakridge","Singlefamily","Southwest Calgary",NA,"l_54089784","https://mediavault.point2.com/p2h/listing/0b2a/a95c/f467/2e8b36612fd513dc2aec/wm_large.jpg"
"285","#210 910 70 AV SW, Calgary, Alb","T2V4A7","Kelvin Grove location! Near Chinook Center, steps from #3 bus route to downtown. Newly renovated 2 bedroom, 2 bath condominium with 2 TITLED HEATED INDOOR PARKING STALLS! Beautiful home is accessible by elevator and is ready for you to move in!  Bright and cheerful, featuring a great open layout and 9-ft ceilings. Roomy bright kitchen with brand new stainless steel appliances, comfortable living room with cozy gas fireplace and french door with phantom screen to your balcony with gas hook up. Master bedroom has a huge walk-in closet and full 4 pc ensuite bath with soaker tub and separate shower. In-suite laundry with newer HE appliances.  New paint, flooring, energy efficient lighting, countertops, backsplashes, sinks and fixtures. Additional storage locker in garage. Pets with board approval, 40+ age restriction. Upscale owner's lounge on main floor.  Condo fees include in-floor radiant heat, and water. (id:1937)","279900","978","2","2","25 February 2018","1997","KelvinGrove","Singlefamily","Southwest Calgary",NA,"l_54087719","https://mediavault.point2.com/p2h/listing/b85b/88b8/1d18/852ee4e0422eb9ee6b25/wm_large.jpg"
"286","11 ROYAL OAK GR NW, Calgary, Alb","T3G5L9","Exceptional family home in the desirable community of Royal Oak. Welcome to the Genesis model by Cedar Glen Homes. This immaculate home boasts a newer roof (2012), open floor plan, ample natural light, beautiful finishes and a professionally developed basement. The spacious open to above entry way leads you past a large den into the kitchen. The kitchen features a centre island w/ raised breakfast bar, ample cupboard space, all black appliances incl a gas range and a pantry. The kitchen flows into your eating area which has space for a good sized table and access to your back deck. The living room centres around a cozy fireplace with floor-to-ceiling stone mantle. A 2p bath and laundry/mud room complete this level. Upstairs your staircase splits off a wide landing. Your bonus room is situated on the front of the house separate from the bedrooms and is the perfect space to unwind. The second set of stairs leads you into the bedroom wing of the upper level. (See Addtl Public Remarks) The master suite is a retreat with a wainscoting feature wall, sliding barn door that leads you into the 4p ensuite with over sized corner tub and makeup counter as well as a walk in closet. 2 additional generously sized bedrooms and a full bath complete this level. The professionally developed lower level has even more to offer with a family room, games room, 4th bedroom and 3p bath. Outside your fully fenced yard has been beautifully landscaped to include a large deck w/ pergola. This home is a definite must see! Close to schools, parks, the new NW rec centre and easy access to Stoney Trail. (id:1937)","624900","2044","4","4","25 February 2018","2005","RoyalOak","Singlefamily","Northwest Calgary",NA,"l_54088970","https://mediavault.point2.com/p2h/listing/f89f/3a16/241e/7c2f2046066e31df4946/wm_large.jpg"
"287","222 19 AV NE, Calgary, Alb","T2E1P1","March 11. OPEN HOUSE from 1-4:30 p.m. Great 2 Bedroom 2 Storey home within walking distance to downtown. Kitchen was renovated with Custom European Nolte Cabinets and high end appliances. The main level has hardwood floors, Asian accents in the house tie in with the Japanese garden in the front. Upstairs bathroom was just newly renovated. Other renovations, shingles,siding,fences and most windows were replaced. The master bedroom has a large ensuite with block windows and a jetted bathtub. Enjoy your morning coffee on the upstairs balcony. The basement has 2 general purpose rooms and a work area. This home has two decks and the yard has mature perennial plantings providing blooms throughout the growing season. Great Restaurants,specialty shops,coffee shops and schools are within walking distance and the proposed green line station will be close by. Enjoy inner city life now! (id:1937)","549900","1551","2","3","25 February 2018","1987","TuxedoPark","Singlefamily","Northwest Calgary",NA,"l_54089794","https://mediavault.point2.com/p2h/listing/6ea2/71b5/270d/c2f23a4b4ba3562d6b00/wm_large.jpg"
"288","1004 ABBOTSFORD DR NE, Calgary, Alb","T2A6C7","NEW PRICE! One of the largest bungalows on a large lot in Abbeydale, offering over 2500 sq ft of developed living space including lower level. The 1348 SqFt main floor is in excellent condition with 3 bedrooms and 2 bathrooms.  It boasts fresh paint, new laminate flooring, updated main bath including new tub and the fireplace has been converted to gas. There is a brand new 3 piece ensuite off of the master. The bright and spacious 2 bedroom basement suite has large windows and has been recently renovated with a brand new kitchen, dining, living room and 4 pc. bath. There is also a new hot water tank. Both suites have separate laundry and separate entrances. The only thing that is restricting this beautiful suite from being completely legal is the separate HVAC. There is an over-sized double garage plus a double parking pad and a huge backyard for outdoor enjoyment. Includes 2 dishwashers, 2 fridges, 2 stoves, 2 washers, 2 dryers, hood fan in upper suite and microwave hood fan in lower suite. Possession Negotiable. (id:1937)","414900","1348","5","3","25 February 2018","1979","Abbeydale","Singlefamily","Northeast Calgary",NA,"l_54088109","https://mediavault.point2.com/p2h/listing/62e0/a762/067b/82ceab6380e2306feba0/wm_large.jpg"
"289","4615 81 ST NW, Calgary, Alb","T3B2P5","Located steps away from walking paths, dog parks, schools and community centre, Olympic Park, Bow River & Bowness Park, and just 15 minutes driving to Calgary D/T, high above the river, this new home has close access to Stoney Trail and 16 Avenue  which makes travel to any part of the city time efficient and effortless this brand new, contemporary, appealing  bright classy open-concept 1,900 Sq Ft, 3 bedrooms, 3 1/2 bathrooms, custom built under Alberta New Warranty Program located in Bowness is ready and offers you true luxury living. Some of the key features are main floor with great open concept living room, an awesome ""chef kitchen"", office with built-in desk, fireplace, gorgeous engineered hardwood flooring, and very large windows, 3cm quartz countertop with island countertop water flow style, modern, lovely and practical custom built cabinetry, railing with 6 mm glass panels, open-rise stairs style, a large master bedroom with large walk-in closet; 5pc en-suite with built in shower, soaker tub. (id:1937)","619900","1900","3","3","25 February 2018","2018","Bowness","Singlefamily","Northwest Calgary",NA,"l_54088996","https://mediavault.point2.com/p2h/listing/06aa/949d/8a3f/e9b3349e1b6cd5059814/wm_large.jpg"
"290","65 HIDDEN VALLEY VI NW, Calgary, Alb","T3A5W7","Very rare listing in The Willows located in Hidden Valley.  Bright and spacious 2 story unit is developed on all 3 levels featuring 3 bedrooms, 2 and 1/2 baths and family room on the lower level.  The main level has upgraded tile flooring throughout with large bay window and gas fireplace.  Two spacious bedrooms on the upper level both with walk-in closets and shared 4 piece bathroom.  Lower level has been completely finished with a 3rd bedroom, family room and an additional 4 piece bathroom.  Lowest priced listing in the popular NW community of Hidden Valley. (id:1937)","239900","1032","3","3","26 February 2018","1997","HiddenValley","Singlefamily","Northwest Calgary",NA,"l_54111160","https://mediavault.point2.com/p2h/listing/4c49/ff65/231b/adeb926a21d9b1949e72/wm_large.jpg"
"291","10508 SPADINA DR SW, Calgary, Alb","T2W0T4","Houses like this don't come up very often, over 1800 ft.Â² fully developed and newly renovated four bedrooms two full baths and an amazing kitchen, custom wood island. This home is traditional, classic with modern touches that welcome you from the minute you open the door. All the hard work is done move in and make it your own. This home has Gorgeous functional backyard space, back alley access with a double detached garage - mature trees in a sought after neighborhood, air-conditioning new windows and much more don't miss the chance to call this one home! Easy access, located conveniently off 14th And Elbow.There was nothing missed in this upgraded home, the highest of standards were used including, spray foam insulation, tank less hotter tank, high efficiency furnace to name a few- see for yourself! (id:1937)","575000","1701","4","2","25 February 2018","1964","Southwood","Singlefamily","Southwest Calgary",NA,"l_54088939","https://mediavault.point2.com/p2h/listing/2882/3ed2/d852/aee03916c36182834964/wm_large.jpg"
