"","Address","Postal_code","Description","Price","Square_feet","Beds","Baths","Date_Added","Year_built","Neighbourhood","Type_of_home","Area_of_city","Lot_info","Id_code","Img_uri"
"45","40 LAKE LUCERNE CL SE, Calgary, Alb","T3C3R6","Welcome home to Lake Bonavista-this 2 storey home wows with over 2800 sqft of living space, lake access, 5 bedrooms, 3.5 baths, steps to parks & schools! The main level showcases a living room & den, formal dining area, eat-in kitchen & powder room-additional can't miss features include hardwood floors, gas fireplace, & easy access to your stunning backyard from the kitchen! Upstairs you'll find 4 bedrooms. A well-situated Master with full ensuite, 2 addt'l good-sized bedrooms, full bath, & a 4th smaller bedroom that would make a great office space or nursery. The fully finished basement offers large rumpus room, 5th bedroom & 3pc bath to support a growing family. Double detached garage, newer front load washer/dryer, central Vac, + option to include pool table & hot tub! The backyard is perfectly situated for entertaining & everyday living with beautiful new deck, firepit & tons of room for play! Close to Fish Creek Park, Southcenter Mall, & Deerfoot. Homes like this do not come on the market every day. (id:1937)","634900","1883","5","4","2 February 2018","1972","Beltline","Singlefamily","Southeast Calgary","21.30m x 33.50m","l_53171303","https://mediavault.point2.com/p2h/listing/f701/3fdc/58bf/71a9f44af28ab71ab084/wm_large.jpg"
"46","#2909 901 10 AV SW, Calgary, Alb","T3C3R6","OPEN HOUSE SAT&SUN, 3rd&4th FEB, 2-4PM.** THE LEAST EXPENSIVE, like in BRAND NEW CONDITION, 1Bed,1Bath SUB- PENTHOUSE on The 30th Floor of the Contemporary Residential High-rise. MARK is conveniently located on a corner of the 8th street and the 10th Avenue SW. Short walk to the Calgary Downtown Core, pubs, clubs, restaurants, coffee shops and grocery stores. The unit is facing south. It is very bright and the views of the mountains are breathtaking. The open concept floor plan makes the space easy to manage and provides great, ergonomic flow. Upgraded with laminate flooring, quartz counter tops and stainless steel appliances. Building offers unbeatable amenities such as rooftop patio with a pool and BBQ area, games room with a pool table, residents lounge, sauna, steam room and exercise room. All of that on the top two floors with panoramic views on the Mountains, Rivers and the City. The only unit in the building listed below 300k. Book your private showing now before it is GONE! (id:1937)","289900","430","1","1","31 January 2018","2016","Beltline","Singlefamily","Southwest Calgary","21.30m x 33.50m","l_53064979","https://mediavault.point2.com/p2h/listing/9a10/4d0e/7027/82ef4bd4d583e042b87e/wm_large.jpg"
"47","450 SAGE VALLEY DR NW, Calgary, Alb","T3R0V5","Enjoy this beautifully upgraded TOP FLOOR CORNER unit in the desirable community of Sage Hill. Take in the unobstructed, panoramic views on your private deck and enjoy the endless amounts of natural sunlight with this 2 bedroom, 2 bathroom condo. The main entrance welcomes you with an open concept floor plan, featuring 9 ft ceilings, Luxury Vinyl Plank flooring, and Caesarstone kitchen counter-tops. The spacious master bedroom comes with a large walk-in closet and a beautiful 5-piece ensuite w/ porcelain tile flooring and quartz countertops. Featuring 2 TITLED PARKING stalls, with 1 underground in the heating parkade w/ additional storage. Surrounded by endless amenities at Sage Hill Crossing & Gates of Nolan Hill, including restaurants, grocery stores, shops, fitness studios, and many more. With the new luxury retail development under way and public transportation at your convenience, this location has it all!","334900","907","2","2","2 February 2018","2015","SageHill","Apartment","Northwest Calgary","21.30m x 33.50m","l_53195641","https://mediavault.point2.com/p2h/listing/033f/721c/24dd/c5c4e6a89c80f391c0ed/wm_large.jpg"
"48","269 BRIDLERIDGE VW SW, Calgary, Alb","T3R0V5","Outstanding value on this 2 Storey custom- built detached home with over 2500 sq ft of developed living space. Pride and ownership is apparent from the moment you enter this impeccably kept home, original owners have kept it in pristine condition.This home features 4 Bedrooms and has extensive upgrades,NEW LIGHTING ,PAINT, CABINETS, BASEBOARDS & FLOORING throughout! located in a Cul-de-sac,on a HUGE TREED MATURE PIE LOT. The main floor is open & contemporary with access to a HUGE 475 SQUARE FEET CEDAR DECK. Main floor features 9' Ceilings, Formal Dining room/ Den, Large Family room with GAS FIREPLACE, Kitchen with raised eating bar, Nook with PLENTY of WINDOWS.Upstairs features a cozy bonus room, full bath, Laundry Room, 3 Bedrooms & Spacious Master bedroom w/ a 4 piece ensuite including corner soaker tub + Walk-in Closet. You'll find the 4th Bedroom w/ WALK-IN CLOSET in the DEVELOPED Basement + REC & THEATRE ROOM.Situated on one of THE LARGEST LOTS in Bridelwood with 0.14 Acres OF PRIVATE BACK YARD SPACE (id:1937)","489900","1820","4","3","2 February 2018","2007","SageHill","Singlefamily","Southwest Calgary","21.30m x 33.50m","l_53170499","https://mediavault.point2.com/p2h/listing/5b61/ac55/b4fb/245f8b01f40e0af7ccb5/wm_large.jpg"
"49","55 Midglen DR SE, Calgary, Alb","T3R0V5","Open House: SAT 2/3 & SUN 2/4 @ 2PM-4PM. Renovated exquisite 4-level split home in the lake community of Midnapore. With over 2,100 sqft of developed living space, this open concept beauty features a bright and open kitchen, dining and living space with 2 large skylights on the main level. As you enter, you are greeted with luxury concrete tile flooring, exquisite wide plank hardwood floors, and a gleaming bright and modern kitchen with high-end SS appliances, custom cabinets and quartz countertops. Top level features new carpet, renovated bathroom, 3 bedrooms with brand new windows and a renovated ensuite. The renovated 3rd level features an additional bedroom, ensuite full bathroom, new carpet, laundry room and a large family room. The 4th level features another spacious family room and huge store room/crawl space. Brand new paint. Newer hot water tank and furnace. South-facing backyard w/ deck and oversized double garage. Within walking distance to the Lake and Fish Creek Park. A must own! Call today! Perfectly situated in the mature community of Midnapore and within walking distance to the lake, Fish Creek park, schools, community centre and shopping amenities - this beautiful family home is waiting for you. A must see and own! (id:1937)","528900","1322","4","3","3 February 2018","1978","SageHill","Singlefamily","Southeast Calgary","21.30m x 33.50m","l_53230703","https://mediavault.point2.com/p2h/listing/9cb3/5d5d/2237/9189c7ebf4bcc762b27f/wm_large.jpg"
"50","2739 6 AV NW, Calgary, Alb","T3R0V5","Welcome to this spacious, modern infill situated across from Helicopter Park! Appreciate 9' ceilings on every level, elegant Brazilian Oak hardwood flooring, and the desirable South facing rear yard. The tasteful kitchen features floor-to-ceiling Walnut cabinetry, glass backsplash, stainless steel appliance package, and raised glass breakfast bar off the spacious island. The kitchen also opens to the lovely dining area which features access to the landscaped, South backyard. Enjoy the opportunity for indoor/outdoor entertaining in this perfect backyard space featuring a deck, brick patio, raised garden beds, and refreshing greenery. Upstairs offers three large bedrooms, including the private master complete with a massive closet space and gorgeous 5-pc ensuite. The lower level offers a spacious family room grounded by a gas fireplace, and a guest bedroom and bath. This immaculate property is steps to the Foothills Hospital, U of C, river pathway system, and numerous cafes/shops. (id:1937)","825000","1745","4","3","3 February 2018","2006","SageHill","Singlefamily","Northwest Calgary","21.30m x 33.50m","l_53230709","https://mediavault.point2.com/p2h/listing/d450/8616/1a4a/81397beb2e0566800e68/wm_large.jpg"
"51","507 Country Village Cape NE, Calgary, Alb","T3K6E1","Welcome Home.....this fully finished town home in Country Hills Village is waiting for you!!! As you enter from your single attached garage you will find a spacious entry with storage closet, a 3 piece bathroom and a den that could easily be used as a second bedroom with the addition of a wardrobe. The main level with cathedral ceilings over the living room also includes a dining area with accent wall, a spacious kithcen with corner pantry and eating bar, the laundry closet and a 2 piece bathroom. The loft style master bedroom with walk in closet and 4 piece ensuite occupies the entire upper level. Located close to recreational facilities, walking paths, shopping and restaurants. This home is move in ready with quick possession ..... call for your private viewing today!!!","279900","1197","1","2","3 February 2018","2004","CountryHillsVillage","Residential","Northwest Calgary","21.30m x 33.50m","l_53272184","https://mediavault.point2.com/p2h/listing/63b3/a0f8/67e3/50ce5df9aaa2779e5229/wm_large.jpg"
"52","321 KINCORA GLEN RI NW, Calgary, Alb","T3K6E1","TREMENDOUS VALUE! Have you been waiting for a well priced home, on a quiet street, across from a park and close to amenities galore? Well wait no longer...this stunning FULLY DEVELOPED 2 storey home boasts over 2250+ total square feet of living space on 3 levels with A/C and double attached garage. The main floor features an open plan with wide plank laminate floors, gorgeous kitchen w/corner pantry, dining area w/French doors leading to your backyard oasis (gas BBQ outlet) and living room w/stone gas F/P. The upper level showcases a large bonus room, master with W/I closet & ensuite w/soaker tub and separate shower. 2 additional beds, 4 pc bath and upper laundry complete the upper level. The basement is finished w/REC area (pool table included), stone F/P and 4 pc bath. The yard is fully fenced, level and ready for entertaining. Strategically located mins away from Sage Hill & Beacon Hill Super centers, pathway system and easy access in and out to major roadways. All this for $469,900, this is a MUST SEE (id:1937)","469900","1742","3","4","4 February 2018","2009","CountryHillsVillage","Singlefamily","Northwest Calgary","21.30m x 33.50m","l_53280856","https://mediavault.point2.com/p2h/listing/8ee1/6c1e/d729/3bd7b27200c4d4eb590a/wm_large.jpg"
"53","822 MADEIRA DR NE, Calgary, Alb","T3K6E1","Come see this beautifully updated townhouse located minutes away from nearby shopping, recreation, transportation and much more! As you step into the home you enter the inviting, open and large living room and nook area. To the back of the property you find the kitchen with added cabinetry and dishwasher for the cook in the house. Upstairs you will find 3 bedrooms all with large windows to allow as much light as possible to fill the home. Each bedroom has a good sized closet with the master bedroom having a walk in closet with plenty of space and light. All bedrooms upstairs share a 4 piece bathroom that has had some updates. The home also has been fitted with long lasting and low energy consuming LED lights. The basement is undeveloped and ready for your imagination, turn it into your dream man cave or a play area for the kids or anything in between! Perfect opportunity for a first time home buyer or investor so don't miss your chance to own this rare find. (id:1937)","227500","1150","3","2","9 January 2018","1978","CountryHillsVillage","Singlefamily","Northeast Calgary","21.30m x 33.50m","l_52152378","https://mediavault.point2.com/p2h/listing/d3e4/e7f8/1223/19dd4ac04bdb4b1b018b/wm_large.jpg"
"54","87 Bridlecrest Manor SW, Calgary, Alb","T2Y4Y3","Beautiful 2 storey home situated on a quiet street with a gorgeous front veranda to enjoy your morning coffee! The main floor features a large entrance, neutral colors throughout, a corner gas fireplace in the spacious living room, kitchen and breakfast nook with corner pantry and a convenient half bathroom. The upper level features 3 large bedrooms and 2 bathrooms! The spacious master bedroom features a 3 pc ensuite, a walk in closet and plenty of natural light. The basement is ready for your dream development! Private and fully fenced west facing backyard features a large deck, a double garage and RV Parking. Well maintained and located close to parks, schools, shopping and many other great amenities!","374900","1225","3","2","23 January 2018","2006","Bridlewood","Residential","Southwest Calgary","21.30m x 33.50m","l_52784774","https://mediavault.point2.com/p2h/listing/3c71/6dac/a864/cf694fc87e4e262f235b/wm_large.jpg"
"55","1927 43 AV SW, Calgary, Alb","T2Y4Y3","Open House  Feb. 4 Sunday 1-4 PM. Over 2,700 SF of best kept architectural gem located in most sought after ""Altadore"". Unique Scandinavian appeal. Brilliantly designed floor to ceiling window array for an abundance of natural light into main & basement. Open layout Main floor features shining Brazilian Jatoba cherry-wood flooring. 2 fireplaces decorated with gorgeous slate tiles. Massive kitchen boasts stunning maple cabinets,high-end appliances, granite counter-tops. Follow either of 2 wood staircases with stainless steel bannisters from the main floor to developed basement that flaunts 10' ceilings  Spacious Family Room equipped with Home theater- built-in audio. Upstairs has 3 bedrooms. Striking master suite features floor to ceiling window, a vaulted ceiling, WIC ,Open-concept 5 piece en-suite. Bright & spacious secondary bedrooms. South-facing backyard with a stylish outdoor inline natural gas fireplace surrounded by a large cedar-wood deck. A good size Double detached garage.Close to all amenities. (id:1937)","899900","1841","4","4","17 January 2018","2011","Bridlewood","Singlefamily","Southwest Calgary","21.30m x 33.50m","l_52555118","https://mediavault.point2.com/p2h/listing/bb1c/25de/e130/212b3cb360c52500c465/wm_large.jpg"
"56","12885 COVENTRY HILLS WY NE, Calgary, Alb","T2Y4Y3","******A wonderful family home with 3 bedroom, 2.5 baths and a bright and sunny bonus room.  The main floor is a open floor plan with kitchen, eating area and living room with gas fireplace.  Upstairs you will find a Master Bedroom with ample closets and a 4 piece ensuite  and 2 additional bedrooms and full bath.  The home is extremely bright with many large windows.  From the eating area you can walk out onto a huge deck.  The large yard is well landscaped and ample room for many outdoor activities.  Wide open basement with roughed in plumbing is ready for your personal development plans. A couple of notes the shingles were replaced in 2016 and there is a roughed in fireplace in the bonus room.   This home is extremely clean and ready to move into and enjoy.  Also this home has never had smoking or animals in it. Come and have a look as you won't be disappointed. (id:1937)","418888","1715","3","3","11 January 2018","2000","Bridlewood","Singlefamily","Northwest Calgary","21.30m x 33.50m","l_52328719","https://mediavault.point2.com/p2h/listing/1292/a1b3/a3f5/12fec4d363b9ca56ae59/wm_large.jpg"
"57","58 EVERHOLLOW MR SW, Calgary, Alb",NA,"OPEN HOUSE Sat/Sun (03rd and 04th Feb) 1:00 -  03:00 pm. ""A rare find"" - 2011 built, This stunning home offers 5 BEDROOMS (All on the upper level, 3 of them offer the walk-in closet), This masterpiece comes with $20k in upgrades alone, Main floor Den/Office, 2 Furnaces, TANKLESS HOT Water Tank, 2.5 washrooms (5 pc ensuite in the master bedroom with his and her sinks). 9' CEILINGS, Kitchen offers GRANITE countertops, STAINLESS Steel appliances; all the washrooms too offer Granite countertops with under mount sinks. Did I mention that this house offers UPPER FLOOR LAUNDRY which got Samsung VRT Steam Washer & Dryer? The floor plan is one of the best we have ever seen offering 2436 Sq. Ft. making it absolutely perfect for family living and entertaining. Exposed aggregate front porch, large two car garage, the property is completely fenced with side gates, The backyard got a huge cement pad to enjoy the WEST facing backyard to the fullest. First time on the market, This home is a MUST SEE! Amazing location, Cul-de-sac with Abundant daylight from south and west. The property is also roughed-in for the security system. The basement is unfinished and with no center-pole allows for 900 plus Sq. ft. future developments option. (id:1937)","574499","2436","5","3","17 January 2018","2011",NA,"Singlefamily","Southwest Calgary","21.30m x 33.50m","l_52554806","https://mediavault.point2.com/p2h/listing/8099/5140/cf65/5f24f46f0f312b2c13ef/wm_large.jpg"
"58","114 AMIENS CR SW, Calgary, Alb",NA,"** OPEN HOUSE SATURDAY FEB 10 1-4PM** A rare gem in the amazing neighbourhood of Garrison woods. This well-kept house is truly a must see! This cozy home features a lot of natural light, with a large west facing backyard. The main floor features maple hardwood flooring and tile throughout, plus a very large dining area. Upstairs you will find 2 cute bedrooms, with the master bedroom having matching individual closets. The basement is fully developed with a 3rd bedroom and a modern 3 piece bathroom. This house is located across the road from a large park and playground and is within walking distance to ""My Favorite Ice Cream Shop, coffee shops, stores and running trails. (id:1937)","549900","1002","3","2","9 January 2018","2000",NA,"Singlefamily","Southwest Calgary","21.30m x 33.50m","l_52151383","https://mediavault.point2.com/p2h/listing/a598/1b8d/44da/5bc42ab9b10a99ea231e/wm_large.jpg"
"59","145 CHAPALINA SQ SE, Calgary, Alb","T2X0L6","Beautiful end unit in sought after Calgary lake community of Chaparral! This unit offers beautiful separate living, kitchen, and dining areas on the main floor. Walk into beautiful hardwood flooring throughout the kitchen and dining area. Fireplace located in large bright family room creates a cozy atmosphere on the cold winter months. Upper floor offers built in cabinetry in the hallway, 3 large bedrooms and 4 piece washroom. Master bedroom is very large and can easily accommodate a king sized bedroom set. Large closet and ensuite bathroom with glass shower truly make this a master bedroom an excellent space! Basement is unfinished and offers lots of\ropportunity to develop it into additional living space. Enjoy low condo fees and year round lake privileges with this great property!","318000",NA,NA,NA,"29 January 2018","2008","Chapparal","Townhouse","Southeast Calgary","21.30m x 33.50m","l_53021198","https://mediavault.point2.com/p2h/listing/1035/05a1/c774/dcb086d10b1ddb475ea8/wm_large.jpg"
"60","83 Elgin Heath SE, Calgary, Alb","T2Z4K5","With mere steps separating you from McKenzie Highlands School, and only blocks from Inverness Pond, this functional, contemporary, semi-detached home in the desirable McKenzie Towne is a must-see. The open-concept main floor features a spacious living room, a half-bath, and a bright dining-room- kitchen combination, equipped with an island and large sliding patio doors out to a private, fenced-in backyard. Your south facing yard comes complete with a sprawling deck and hot tub. A detached double garage is only steps from your backdoor. The second floor features a lustrous master suite with a walk-in closet. A 4-piece bathroom and two more spacious bedrooms complete this floor. The basement offers a spacious laundry area, large windows, and needs only a few finishing details to make it your own. Endless natural light, a functional layout, and plenty of storage space complement this polished home. Contact me today to book your viewing!","339500",NA,NA,NA,"26 January 2018","2003","McKenzie","Residential","Southeast Calgary","21.30m x 33.50m","l_52895615","https://mediavault.point2.com/p2h/listing/ef36/8b0f/9d29/0912dbbaa840deea8b86/wm_large.jpg"
"61","#64 72 MILLSIDE DR SW, Calgary, Alb","T2Z4K5","Affordable Bungalow Villa ideally located minutes from LRT and Fish Creek Park. Spacious, bright rooms including the dining room with cantilever for china cabinet, large living room plus den/2nd bedroom with book shelves included. The master bedroom features a walk in closet and ensuite with a soaker tub and separate shower. Functional kitchen with west exposure window over the sink. Good sized eating nook with passage door to the deck for easy access to the BBQ. Convenient main floor laundry and two piece bath. Nine foot ceilings throughout. The basement is unfinished and ready for your personal touch roughed in plumbing is in place.  Great location facing a green space. Double garage is dry-walled. New Furnace installed in December 2017. This extremely clean well maintained home is move in ready! (id:1937)","349900","1166","1","2","29 January 2018","1995","McKenzie","Singlefamily","Southwest Calgary","21.30m x 33.50m","l_53010413","https://mediavault.point2.com/p2h/listing/a8f7/5a76/b067/23bd943e6aa6207f3287/wm_large.jpg"
"62","119 SHAWINIGAN DR SW, Calgary, Alb","T2Z4K5","OPEN HOUSE FEB 3 & 4 -12:00-2:30. A GORGEOUS HOME WITH EXTENSIVE PROFESSIONAL RENOVATIONS, ALMOST BRAND NEW EVERYTHING. This is an exceptional home that has been professionally & passionately updated. Roughly 1945 developed sq feet in a well established mature area. Located in the family-friendly community of Shawnessy. This big bright FULLY DEVELOPED 4 bedroom home has everything you could want. NEW SIDING, NEW WINDOWS, NEWER ROOF, NEW FURNACE, NEW HOT WATER TANK, NEW CEDAR DECK, NEW SOD, NEW KITCHEN, NEW GARBURATOR, NEW CABINETS, NEW QUARTZ COUNTERS & NEW HIGH-END STAINLESS STEEL APPLIANCES. NEW HARDWOOD FLOORING, NEW CERAMIC TILES, NEW CARPET, NEW PAINT, NEW RAILINGS, NEW BLINDS, NEW LIGHT FIXTURES, & NEW HARDWARE. ALL BATHROOMS HAVE NEW SINKS, TOILETS, & SHOWERS. Ensuite has a NEW body spray shower system with the highest quality shower doors. Tons of storage & a BIG south backyard with a two-tier Cedar deck. So close to schools, shopping, Calgary Transit, MacLeod Trail, Deerfoot Trail & Stoney trail! (id:1937)","489900","1170","4","3","27 January 2018","1990","McKenzie","Singlefamily","Southwest Calgary","21.30m x 33.50m","l_52946890","https://mediavault.point2.com/p2h/listing/8694/f4c7/1fad/c97711538b66cbad597f/wm_large.jpg"
"63","#1604 330 26 AV SW, Calgary, Alb","T2Z4K5","Located along the Calgary river pathways, this sun drenched 1200+ square foot South facing 2 bedroom/den, 2 bathroom condo with unobstructed MOUNTAIN AND RIVER VIEWS, is located on the 16th floor overlooking the beautiful newly renovated private park below.  The living room and dining room provide an open and airy feel with the extra-large windows overlooking the river and mountains. The huge master offers scenic views, ample room for a king-size bed, and sitting area, and features a built-in dressing table, and 4-piece ensuite.  The second bedroom/den overlooks the sunny South facing patio and is adjacent to the second bathroom. This air-conditioned condo also offers TWO HUGE UNDERGROUND HEATED PARKING STALLS (see measurements below), in-suite laundry, and a large in-suite storage room/office. Roxboro House offers 24-hour concierge, fitness centre, newly renovated indoor pool and hot tub, entertainment room, hobby room, and exclusive private park on the 4th floor. This highly sought after building in Mission is conveniently located near numerous high-end restaurants, shops, and walking distance to downtown. Parking stalls 1A and 1B measure 4.3 metres in the front 4.7 in the back and 11.7 in length. (id:1937)","429000","1216","2","2","3 February 2018","1977","McKenzie","Singlefamily","Southwest Calgary","21.30m x 33.50m","l_53231025",NA
"64","3 RANCH GLEN DR NW, Calgary, Alb","T2Z4K5","Bright and open floor plan on this 3 bedroom, 2 and half bathroom family home. Recent updates to this home include all new windows, new shingles and fresh interior paint.  The 3 piece ensuite and 4 piece main bathroom were updated in 2012 with vanities, toilets, fixtures, tile flooring as well as tile tub and shower surrounds. The main floor living room features vaulted ceilings, a wood burning fireplace and is overlooked by a loft/den area. Laminate flooring extends through out the dining room and into the bright and spacious family room which has doors out to the 3 season sun room. Downstairs has been developed with a recreation room and a laundry/utility room. Located close to transportation, schools and playgrounds. Call today to view this home. (id:1937)","399900","1057","3","3","2 February 2018","1991","McKenzie","Singlefamily","Northwest Calgary","21.30m x 33.50m","l_53170736","https://mediavault.point2.com/p2h/listing/1598/f285/a99e/d356a9798074cccd1fa0/wm_large.jpg"
"65","6 HAVERHILL RD SW, Calgary, Alb","T2Z4K5","Open house Sat + Sun 2-4pm. Pride in ownership is evident in this spacious 4 level split in west Haysboro. This bright floor plan is ideal for all family types with a 2+2 bedroom set-up + loads of space. Features hardwood flooring, freshly painted walls, granite counter-tops in the chef's kitchen, SS appliances, white cabinets, breakfast bar, formal dining, LG living room room w/soothing wall mounted fireplace. Spacious upper master w/ ample closet space, second bedroom w/ large windows overlooking the massive yard, custom bathroom w/ 10 mm glass shower & deep soaker tub w/ tile detailing. Lower level features laundry, 2 bedrooms, bathroom, storage, & a fab rec room to hang out in. Many new windows, new roof, excellent mechanical, beautiful river rock on exterior & breathtaking oversized year w/ new deck & manicured landscaping! DBL tandem garage w/ both back + front access & excellent storage. Conveniently located walking distance to transit, shopping, parks, schools & a quick commute to DT. Call today! (id:1937)","559900","1065","4","2","3 February 2018","1959","McKenzie","Singlefamily","Southwest Calgary","21.30m x 33.50m","l_53231416",NA
"66","#208 103 VALLEY RIDGE MR NW, Calgary, Alb","T2Z4K5","OPEN HOUSE: This Sunday, February 4th from 1-5pm! Pride of ownership is the first word that comes to mind with this great condo. Located in Valley Ridge Estates, this 2 bedroom/2 bathroom unit features an amazing kitchen with stainless appliances, quartz countertops, a huge island and oversized pantry - great space for cooking and entertaining. The 2 bedrooms are on either side of the living/dining area, and the master has a great walk-thru closet and ensuite. In-suite laundry and storage, plus a titled storage locker. One titled parking stall in a great location in the heated parkade. Enjoy the view and BBQs from your covered balcony. A well managed 18+ complex with walking paths and Valley Ridge Golf Course right outside your door! (id:1937)","399900","1126","2","2","27 January 2018","2013","McKenzie","Singlefamily","Northwest Calgary","21.30m x 33.50m","l_52947621","https://mediavault.point2.com/p2h/listing/ec8d/b6b0/81de/69de383ff702b1a22632/wm_large.jpg"
"67","151 CITADEL MEADOW GV NW, Calgary, Alb","T2Z4K5","Welcome to this beautiful home nestled in Citadel, one of Calgary's most family friendly communities. This spectacular 2-storey has everything your heart desires & some extras that you may not have thought about. The bright great room with tile-framed fireplace is open to both the well planned kitchen & dining area; giving an air of casual elegance. The bright sunny breakfast nook opens onto a large 2-tiered deck that further leads to landscaped backyard. Upstairs, the owner's retreat enjoys large walk in closet & relaxing 4-pc ensuite. 2 additional bedrooms & 4-pc bathroom complete the upstairs. Access the double attached garage via Laundry room on the main. The fully finished basement offers built-in shelving unit, additional space for recreation, a den & 3-pc bathroom with steam shower. With nearby amenities such as schools, parks & Beacon Hill Shopping Centre; this house offers a convenient, family-desired lifestyle to enjoy for years to come. (id:1937)","469990","1457","4","4","25 January 2018","1997","McKenzie","Singlefamily","Northwest Calgary","21.30m x 33.50m","l_52859151","https://mediavault.point2.com/p2h/listing/8ed7/b1b1/e7a4/32e6a05cdc7e745738e7/wm_large.jpg"
"68","991 73 ST SW, Calgary, Alb","T2Z4K5","OPEN HOUSE SUNDAY, FEBRUARY 4TH FROM 1:30-4 PM. Spectacular home located in West Point Estates offering 3 bedrooms & over 2,600 sq ft of developed living space. The main level of this home presents an open floor plan with plenty of windows flooding the home with natural light, hardwood floors & 9' ceilings showcasing a formal dining room, living room with fireplace highlighted by floor to ceiling glass tile & built-ins & chef's dream kitchen finished with Denca custom cabinets, Caesar stone counter tops, island/eating bar, high-end appliances, bright breakfast nook & pantry. A den/office, 2 piece powder room & mud room complete the main level. The second level boasts a large bonus room with vaulted ceiling which has access to a large balcony with expansive views. There are also 3 good sized bedrooms, a laundry room & 4 piece bath. The spacious master retreat features a double sided gas fireplace, large walk-in closet & spa-like 5 piece ensuite with dual sinks, a large jetted tub & separate shower. Further highlights of this home include central air conditioning, speaker system, security system, west back yard with deck & double attached front garage with organizing system. This home is conveniently located close to parks, schools, shopping & public transit. (id:1937)","979900","2684","3","3","30 January 2018","2012","McKenzie","Singlefamily","Southwest Calgary","21.30m x 33.50m","l_53028542","https://mediavault.point2.com/p2h/listing/c213/5750/d80a/570d8281e7040843d95f/wm_large.jpg"
"69","176 SKYVIEW RANCH RD NE, Calgary, Alb","T2Z4K5","Skyview is a booming community close to the best parts of the NE while being right next to Stoney Trail. Live close to the new Horizon Mall, the second largest in Canada. Be close to schools, shopping, transportation, and all other amenities. This end unit offers 7 Additional windows and extra space allowing all rooms to feel bigger, and brighter! This Corner unit is also on the corner of the complex, right across the street from brand new a k-9 school + sports field / parks. The layout is open and features a unique walk through kitchen that effortlessly connects to the dining room / living room. Balcony connects to dining area, making those summer bbq's a little easier. Upper floor is Master Bedroom with vaulted ceilings, double closet, and en suite bathroom. Also 1 additional over sized bedroom + walk in closet and 4 piece bathroom. Washer/Dryer located on top floor. Large single attached garage provides parking. Remember, the corner unit is LARGER and has 7 more windows than non corner unit. (id:1937)","281999","1207","2","3","26 January 2018","2013","McKenzie","Singlefamily","Northeast Calgary","21.30m x 33.50m","l_52884566","https://mediavault.point2.com/p2h/listing/7040/88c2/9497/3eee0ec94974a0774dde/wm_large.jpg"
"70","1424 COSTELLO BV SW, Calgary, Alb","T2Z4K5","OPEN HOUSE SUN 4th 1.30-3.30. Well presented walk out bungalow villa, situated on a quiet no through road but walking distance to C-train, walking paths, ravines, Sunterra & all the shops & restaurants at West Market Square. On entry you are welcomed into this wonderful home that features vaulted ceilings,lovely hardwood & a fantastic open floor plan offering bright living room, nook & kitchen flooded with natural light from huge picture windows, separate dining room, den/2nd bedroom, powder room & spacious Master suite with ample closet space & updated en suite. The open staircase leads to the fully developed walk out basement featuring large family/rec room with corner gas fireplace, guest bedroom and bathroom plus laundry and ample storage. Main floor deck & basement opening onto green space give perfect place for bbq's and outdoor living. Double attached garage & your own driveway make parking easy! These units do not come up often in a well maintained community with great Reserve Fund so view today! (id:1937)","459000","1062","2","3","31 January 2018","1994","McKenzie","Singlefamily","Southwest Calgary","21.30m x 33.50m","l_53065120","https://mediavault.point2.com/p2h/listing/9f74/749c/ea2c/18c8deb9c5f483b79baf/wm_large.jpg"
"71","#605 8000 WENTWORTH DR SW, Calgary, Alb","T2Z4K5","This is a wonderful top level end unit bungalow townhouse with a large attached single garage with storage. West facing living room and large balcony. newly painted. This open, spacious 1265 sq ft apt has 2 good sized bedrooms and 2 full bathrooms. Cherry stained maple shaker style cabinetry and black appliances. Living room, dining room and kitchen design make for an amazing floor plan. 9' ft ceilings. Master bedroom has 5 piece en suite and walk in closet. Kitchen island seats 2. Conveniently located near transportation and several shopping centres. This townhome is located close to excellent schools. The Catholic Primary and Elementary School St. Joan of Arc (just down the street), and public school West Springs School (a few blocks away), are both highly rated within the province. The junior high (Vincent Massey) and the high school(Ernest Manning are also highly rated. (id:1937)","369900","1265","2","2","30 January 2018","2003","McKenzie","Singlefamily","Southwest Calgary","21.30m x 33.50m","l_53027666","https://mediavault.point2.com/p2h/listing/6aad/c209/45ab/e846469ce37fe1c4bf6b/wm_large.jpg"
"72","24 TOMMY PRINCE RD SW, Calgary, Alb","T2Z4K5","Unmatched in its category. The designs, details, and finishes in this home endorse today's contemporary tastes. Welcome to this custom 2-storey by award winning Crystal Creek Homes. This 3251 square foot CUSTOM HOME has an open concept main floor for entertaining and socializing with family and friends while the upper floor is dedicated to comfort and relaxation. This home features an open to below floor plan, gourmet kitchen, main floor study, Large dining room and amazing great room with fireplace. Upstairs comes complete with 4 bedrooms, large bonus room and laundry room. This homes also has a triple garage. Walk to Mount Royal University or to the many parks or restaurants just down the street, this property is the full package. Call today. (id:1937)","1599000","3251","4","5","30 January 2018","2017","McKenzie","Singlefamily",NA,"21.30m x 33.50m","l_53028527","https://mediavault.point2.com/p2h/listing/77a0/0396/1a80/526c9c24febe94f4729c/wm_large.jpg"
